Year_Birth;Education;Marital_Status;Income;Kidhome;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumStorePurchases;NumWebVisitsMonth;Complain;WebPurchases
1958;Master;Married;80739;0;92;674;92;736;39;0;92;9;1;0;0
1975;Master;Together;22669;1;30;16;14;36;37;22;48;2;9;0;1
1987;Graduation;Single;29236;1;30;37;4;24;16;9;9;3;9;0;1
1959;Graduation;Together;44911;0;11;159;0;22;2;1;31;4;7;0;1
1962;PhD;Married;54693;0;72;686;17;142;23;26;35;13;6;0;1
1974;Graduation;Together;48186;1;39;97;3;66;12;7;34;4;7;0;1
1977;Graduation;Married;54809;1;0;63;6;57;13;13;22;5;4;0;0
1978;Graduation;Together;41580;1;15;56;5;24;4;0;3;3;5;0;0
1970;PhD;Married;80336;0;12;209;19;456;160;142;66;13;1;0;0
1957;Graduation;Married;47743;0;56;198;2;43;0;12;20;6;6;0;1
1955;2n Cycle;Married;62972;0;39;313;15;47;20;0;192;3;6;0;1
1954;PhD;Divorced;57333;0;55;941;14;397;76;58;176;9;6;0;1
1982;PhD;Together;32313;1;60;86;4;56;2;4;7;4;9;0;1
1953;Master;Widow;84953;0;73;167;48;602;63;72;72;4;2;0;0
1968;Master;Divorced;27071;1;90;8;3;19;0;2;3;3;6;0;0
1957;Master;Together;68148;0;86;389;66;408;37;57;85;6;2;0;1
1965;Master;Together;65735;1;37;239;7;119;4;15;11;6;7;0;1
1975;PhD;Married;86836;0;7;179;21;273;0;21;63;6;5;0;1
1963;PhD;Married;4023;1;29;5;0;1;1;1;1;0;19;0;0
1990;Graduation;Married;30093;0;19;2;6;28;13;4;16;3;7;0;0
1966;PhD;Married;57705;0;14;383;0;53;6;4;40;6;6;0;1
1988;Graduation;Single;25008;1;72;2;8;8;6;1;9;3;8;0;0
1995;2n Cycle;Single;83257;0;56;536;27;590;38;107;67;12;6;1;1
1975;Graduation;Together;22280;1;85;2;1;4;3;1;2;2;8;0;0
1978;PhD;Married;72159;0;62;322;53;899;34;40;53;10;2;0;1
1961;Graduation;Together;64260;0;1;539;169;816;20;0;30;4;3;0;1
1984;PhD;Single;82733;0;28;712;50;420;65;38;38;7;4;0;1
1971;Master;Divorced;74290;0;70;1121;0;72;0;12;12;10;6;0;1
1951;Master;Single;58217;2;84;68;1;13;3;5;13;4;6;0;0
1976;Master;Together;21024;0;89;36;4;18;6;2;18;4;7;0;0
1972;PhD;Married;70116;0;73;707;44;603;95;58;29;12;1;0;0
1985;Graduation;Together;54006;1;42;174;77;203;6;24;97;7;7;0;1
1966;PhD;Married;69063;0;16;666;35;124;69;8;26;5;3;0;1
1975;2n Cycle;Divorced;11448;0;16;0;0;0;6;2;6;2;6;0;0
1979;Graduation;Single;61825;0;56;162;50;100;55;30;27;8;4;0;1
1971;Graduation;Married;70886;1;65;407;70;239;103;88;53;4;2;0;1
1982;Graduation;Married;69109;0;10;823;25;459;124;29;95;7;4;0;1
1973;Graduation;Widow;60208;1;13;488;23;71;15;0;59;7;7;0;1
1968;Master;Together;32889;1;78;28;0;13;4;2;8;3;5;0;0
1984;Graduation;Single;34738;1;51;3;2;10;3;0;2;3;6;0;0
1971;Master;Together;30538;1;27;284;0;52;8;3;20;4;10;0;1
1977;2n Cycle;Together;82326;0;30;938;142;754;159;81;183;6;2;0;1
1967;PhD;Divorced;26642;1;71;13;2;15;2;2;8;3;6;0;0
1964;Graduation;Divorced;69932;0;97;412;172;153;150;105;57;11;4;0;1
1972;Graduation;Single;44503;1;83;31;1;8;0;0;8;3;6;0;0
1948;PhD;Single;60200;0;3;502;19;132;0;6;26;11;6;0;1
1952;Graduation;Divorced;49638;0;71;18;10;3;3;5;0;3;2;0;0
1987;2n Cycle;Single;23830;0;3;1;8;6;4;8;16;3;7;0;0
1959;Master;Widow;33051;0;15;100;71;243;108;94;219;8;9;0;1
1958;Graduation;Married;72905;0;52;407;114;445;181;165;203;9;1;0;0
1951;PhD;Together;69702;0;8;664;9;240;50;19;57;10;4;0;1
1975;Graduation;Divorced;70300;1;89;1045;61;338;60;46;46;13;8;0;1
1984;PhD;Married;70643;0;66;1218;107;304;23;143;33;4;6;0;1
1969;PhD;Married;30396;1;22;15;0;6;0;1;12;2;7;0;0
1968;PhD;Divorced;50616;0;56;128;0;16;0;1;4;4;7;0;1
1969;Master;Single;62772;0;74;581;49;157;43;8;108;11;2;0;1
1985;PhD;Single;30298;0;48;6;3;12;6;1;0;3;3;0;0
1984;Graduation;Single;52413;1;67;185;8;133;56;56;12;7;7;0;1
1957;PhD;Married;44155;1;24;22;1;9;0;0;14;2;4;0;0
1971;PhD;Divorced;86979;0;67;584;100;835;65;83;35;5;2;0;1
1975;Graduation;Together;76532;1;38;355;30;177;90;138;30;7;5;0;1
1982;Graduation;Married;42081;1;86;175;10;110;54;6;27;4;6;0;1
1988;PhD;Married;67546;0;90;864;134;768;150;38;172;5;3;0;1
1989;Master;Together;88420;0;87;957;153;612;99;95;153;8;1;0;1
1985;Graduation;Married;31158;1;62;25;6;16;20;0;5;3;8;0;0
1968;Graduation;Divorced;61671;0;23;641;7;56;0;0;28;6;8;0;1
1974;Graduation;Single;69719;0;99;273;86;208;177;14;43;5;1;0;0
1949;Graduation;Divorced;49160;0;29;122;21;43;25;10;15;6;6;0;0
1978;Basic;Together;24882;1;52;1;4;10;29;0;36;2;6;0;0
1954;PhD;Single;90933;0;90;1020;31;430;62;63;79;4;1;0;1
1945;PhD;Single;113734;0;9;6;2;3;1;262;3;0;1;0;1
1950;PhD;Together;59292;0;71;378;14;68;19;14;14;8;3;0;0
1964;PhD;Married;45759;1;13;42;1;18;3;0;4;3;7;0;0
1983;Graduation;Single;22148;0;16;15;5;14;0;4;11;3;7;0;0
1987;Master;Married;73395;0;94;272;7;80;20;7;11;6;2;0;1
1971;Graduation;Divorced;29819;1;77;9;1;24;2;1;2;3;6;0;0
1968;Graduation;Married;45688;0;20;279;0;18;0;0;9;8;4;0;0
1954;Graduation;Married;62820;0;51;398;61;265;138;61;53;6;1;0;0
1971;PhD;Married;60491;0;81;637;47;237;12;19;76;7;5;0;1
1986;Graduation;Together;33235;1;71;45;0;16;2;1;6;3;7;0;0
1959;Graduation;Married;35701;0;36;21;1;9;7;3;5;3;6;0;0
1980;Master;Married;31535;1;95;15;4;13;0;0;19;2;7;0;0
1960;2n Cycle;Together;92556;0;32;493;183;352;184;23;28;13;0;0;0
1970;Graduation;Single;67384;0;32;957;40;175;158;53;107;5;5;0;1
1971;Master;Together;80573;0;85;829;138;430;60;92;15;13;2;0;1
1967;Graduation;Married;77870;0;93;1017;50;500;65;50;133;5;8;0;1
1963;PhD;Widow;52278;0;24;953;0;71;0;0;174;10;8;0;1
1968;Graduation;Single;57107;0;44;159;0;120;0;0;137;8;8;0;1
1990;Graduation;Married;18929;0;15;32;0;8;23;4;18;4;6;0;0
1981;PhD;Single;36038;1;82;23;0;15;0;2;7;3;6;0;0
1976;Graduation;Single;20180;0;27;18;42;24;15;20;18;4;7;0;0
1965;PhD;Together;34230;1;72;15;0;4;0;0;2;2;7;0;0
1977;2n Cycle;Single;31878;0;7;23;4;5;10;5;23;4;3;0;0
1972;2n Cycle;Married;70932;0;57;200;193;100;46;185;185;12;3;0;1
1956;Graduation;Single;91249;0;84;1324;27;119;71;108;27;6;4;0;1
1943;Master;Single;77598;0;53;1193;33;281;129;66;33;13;3;0;1
1959;Graduation;Single;80982;1;48;505;137;401;104;22;22;11;5;1;1
1977;Master;Married;22701;1;2;2;4;9;0;4;5;3;5;0;0
1969;PhD;Married;55212;0;65;1103;0;45;0;0;34;11;8;0;1
1970;Graduation;Married;70617;0;45;353;61;753;40;46;27;7;2;0;0
1957;Graduation;Single;64849;0;42;652;48;350;94;84;108;6;5;0;1
1965;Master;Married;62694;1;29;379;6;157;25;91;91;7;7;0;1
1974;PhD;Married;61917;1;83;46;4;36;2;2;1;4;5;0;0
1947;PhD;Married;67472;0;93;162;31;127;8;17;69;7;3;0;1
1982;Master;Married;21059;1;40;8;3;19;3;3;8;3;6;0;0
1968;Master;Married;29543;2;47;17;3;18;3;4;18;2;7;0;0
1951;Graduation;Married;75903;0;50;340;108;185;130;38;100;9;3;0;1
1975;2n Cycle;Together;34984;1;40;8;4;15;3;5;3;3;7;0;0
1956;PhD;Single;54998;0;3;154;22;202;39;30;8;9;4;0;1
1949;PhD;Widow;54356;0;62;710;15;30;20;0;0;8;8;0;1
1959;Master;Married;34242;0;25;8;2;4;0;0;1;3;5;0;0
1973;Graduation;Married;25410;1;48;2;2;4;13;13;4;4;4;0;0
1984;PhD;Married;73356;0;56;1050;14;322;0;14;112;5;2;0;1
1950;Graduation;Together;28320;0;68;19;1;14;3;2;4;3;8;0;0
1977;Graduation;Single;23763;1;64;22;0;6;6;2;6;3;7;0;0
1984;Graduation;Married;72570;0;67;274;83;216;151;141;224;12;1;0;1
1976;Master;Married;34529;1;94;68;6;38;3;6;41;3;7;0;0
1951;Graduation;Widow;70792;0;82;344;45;654;104;11;114;10;3;0;0
1982;Graduation;Married;63211;0;3;145;193;459;205;26;145;7;2;0;0
1974;Master;Married;83891;0;24;217;38;350;111;85;15;10;1;0;1
1968;Graduation;Single;36065;1;54;18;7;34;10;2;3;3;8;0;0
1954;Graduation;Together;39898;0;20;69;8;26;12;7;12;4;7;0;0
1940;PhD;Single;51141;0;96;144;0;7;0;0;6;4;5;0;0
1976;Graduation;Married;56939;0;19;256;34;103;90;29;49;10;3;0;0
1951;Graduation;Single;80872;0;60;483;72;567;94;12;108;10;1;0;1
1976;PhD;Together;72335;0;2;1285;105;653;28;21;0;8;8;0;1
1964;PhD;Single;61798;0;13;338;4;89;11;8;13;9;4;0;1
1950;PhD;Widow;76842;0;37;605;10;345;84;54;32;7;0;0;0
1976;Graduation;Together;29478;1;59;8;0;7;3;1;1;3;6;0;0
1956;Graduation;Single;46998;0;55;172;41;86;45;6;27;5;7;0;1
1990;Graduation;Single;96843;0;60;448;71;951;40;17;17;10;2;0;1
1950;PhD;Widow;56551;1;48;67;4;32;17;2;16;4;4;0;0
1965;Master;Married;70053;0;38;512;53;98;81;179;89;10;5;0;1
1962;PhD;Widow;71670;0;8;1462;16;128;0;0;160;6;6;0;1
1978;Graduation;Married;44359;1;19;20;0;14;7;3;1;4;3;0;0
1952;Graduation;Single;40887;1;32;50;4;44;10;10;43;3;9;0;0
1966;Graduation;Divorced;48877;0;27;102;1;15;2;0;24;4;7;0;0
1947;Graduation;Together;74485;0;58;499;149;815;173;49;49;12;3;0;1
1972;Graduation;Together;64474;0;59;381;35;172;56;86;93;10;5;0;1
1963;Graduation;Together;77226;0;29;631;43;239;128;76;21;12;3;0;1
1949;Graduation;Widow;72643;0;60;526;80;553;123;94;53;7;2;0;0
1978;Master;Together;85738;0;41;913;26;376;17;26;13;11;1;0;0
1966;Graduation;Divorced;55686;0;27;673;0;199;37;47;26;5;4;0;1
1983;Graduation;Single;39062;1;28;23;0;9;0;0;12;3;4;0;0
1971;Graduation;Together;34600;1;8;199;33;60;8;3;15;5;8;0;1
1975;Graduation;Married;40794;0;18;261;23;73;4;23;50;5;7;0;1
1971;2n Cycle;Married;54690;1;76;111;16;37;7;9;18;5;3;0;0
1969;Graduation;Married;4428;0;0;16;4;12;2;4;321;0;1;0;1
1963;2n Cycle;Married;32632;0;32;63;151;137;153;19;53;8;5;0;1
1968;PhD;Single;38236;1;2;58;0;18;2;0;10;4;7;0;0
1979;Graduation;Married;36781;1;16;29;1;17;0;3;13;2;8;0;0
1984;Master;Single;31385;1;56;3;2;12;0;1;9;2;8;0;0
1984;Graduation;Married;24570;1;97;28;34;62;11;14;44;4;9;0;1
1974;PhD;Divorced;25509;1;15;40;3;30;10;7;11;3;9;0;0
1951;Graduation;Married;94642;0;35;879;143;797;106;143;143;9;1;0;1
1962;Master;Married;58646;0;3;62;1;44;6;5;22;4;4;0;0
1975;Graduation;Single;53201;1;49;280;7;81;20;0;27;5;7;0;1
1957;Graduation;Together;21994;0;4;9;0;6;3;1;3;3;5;0;0
1978;Graduation;Married;57113;1;45;182;4;33;0;2;42;5;7;0;1
1991;Graduation;Married;51373;0;37;83;2;101;64;26;117;3;4;0;0
1986;Graduation;Married;23477;1;39;38;15;54;3;8;29;4;8;0;0
1956;Graduation;Married;58116;0;38;228;19;130;4;11;51;8;2;0;0
1963;PhD;Divorced;72968;0;8;1092;37;592;145;37;55;8;3;0;1
1971;Master;Married;39791;0;89;85;15;27;13;13;21;4;7;0;0
1947;Master;Single;91712;0;47;1276;24;746;94;29;48;11;3;0;1
1958;Graduation;Single;94472;0;75;1017;33;417;108;100;16;5;5;0;1
1960;Graduation;Together;13672;1;86;6;2;9;2;1;5;3;8;0;0
1980;2n Cycle;Married;96547;0;4;448;21;125;52;101;62;8;2;0;1
1975;Graduation;Married;79205;0;73;504;23;117;179;28;44;4;4;0;1
1975;PhD;Together;56559;0;46;226;22;133;41;31;31;8;4;0;1
1973;PhD;Married;32644;1;38;239;3;141;0;7;23;6;8;0;1
1980;2n Cycle;Single;67506;0;73;90;38;67;33;36;67;6;3;0;1
1970;Graduation;Single;24206;1;66;7;2;8;3;2;3;3;6;0;0
1967;PhD;Divorced;28420;1;36;4;2;5;2;0;0;2;6;0;0
1970;Graduation;Married;22979;1;29;16;17;19;20;21;22;2;8;0;0
1966;Graduation;Single;33279;0;29;10;3;3;0;0;0;3;3;0;0
1972;Master;Single;46423;1;6;68;0;16;0;0;8;4;7;0;0
1977;Graduation;Married;30368;0;97;35;0;13;2;0;2;3;8;0;0
1970;Graduation;Married;63684;0;61;575;80;428;208;93;80;8;5;0;1
1964;Graduation;Divorced;41638;0;68;315;0;31;4;0;91;3;8;0;1
1959;PhD;Divorced;68805;0;73;182;2;49;17;13;20;7;2;0;0
1966;PhD;Together;65814;0;90;561;14;113;10;14;35;10;5;0;1
1958;Graduation;Divorced;71964;0;81;587;51;932;180;34;86;5;3;0;1
1986;Graduation;Single;39146;1;1;94;1;33;13;12;12;4;8;0;1
1977;Graduation;Together;96876;0;79;908;43;735;40;194;21;9;2;0;1
1981;Basic;Married;34445;0;92;228;122;122;208;129;30;8;9;0;1
1958;Graduation;Single;68281;0;31;995;112;417;42;48;41;13;5;0;0
1975;2n Cycle;Married;37284;1;46;11;1;2;2;1;6;3;6;0;0
1983;Graduation;Married;36790;0;14;3;3;14;15;21;10;2;9;0;0
1967;Graduation;Together;27943;1;89;12;1;16;4;1;3;3;8;0;0
1951;Graduation;Divorced;22263;1;31;17;0;2;0;0;2;3;6;1;0
1972;Graduation;Together;30261;1;75;8;0;5;0;3;6;3;8;0;0
1978;Graduation;Together;28587;1;42;22;4;17;12;10;13;4;6;0;0
1982;Master;Married;43815;1;53;14;10;29;4;7;15;3;6;0;0
1956;Graduation;Married;48195;1;53;106;27;68;52;7;5;5;6;0;1
1952;Master;Married;77027;0;23;820;57;242;45;0;11;6;4;0;1
1965;PhD;Married;71322;0;57;753;43;226;69;10;204;13;4;0;1
1979;Master;Married;32765;1;49;13;3;17;7;3;3;4;5;0;0
1965;Graduation;Together;29672;1;6;9;1;3;0;4;8;3;6;0;0
1953;Graduation;Divorced;23272;0;29;19;3;6;4;2;12;3;4;0;0
1949;Master;Together;49912;0;5;520;8;223;32;49;42;7;8;0;1
1985;2n Cycle;Together;7500;1;98;5;17;17;13;14;34;3;9;0;0
1947;PhD;Widow;68117;0;80;618;44;215;0;17;36;4;6;0;1
1955;Graduation;Married;67225;0;4;315;35;322;46;7;143;11;5;0;1
1976;Graduation;Married;17649;1;70;15;1;23;0;5;1;3;8;0;0
1975;Graduation;Together;55914;0;32;384;60;364;119;101;232;8;7;0;1
1984;Graduation;Married;40059;1;82;110;29;92;28;10;145;3;8;0;1
1950;Graduation;Together;60905;0;27;208;17;76;36;17;38;7;2;0;0
1977;Graduation;Married;75330;1;94;555;82;257;93;61;61;12;6;0;1
1951;Graduation;Single;60689;0;23;240;90;216;63;6;24;10;3;0;1
1984;Graduation;Married;38680;1;97;11;0;36;15;5;12;3;7;0;0
1982;Graduation;Together;61416;0;25;848;154;323;201;61;78;10;6;0;1
1991;Graduation;Single;49767;0;92;202;47;197;55;42;149;8;4;0;1
1970;Graduation;Single;83273;1;98;433;89;650;16;102;102;9;7;0;1
1981;Graduation;Married;29009;1;19;6;6;15;10;5;2;3;6;0;0
1979;Master;Married;45057;1;80;37;0;7;3;0;3;3;5;0;0
1971;Graduation;Married;37150;1;80;167;37;64;49;34;116;6;7;0;1
1970;Graduation;Single;43020;1;79;45;7;99;4;25;43;4;6;0;1
1959;Graduation;Married;53154;0;50;129;0;21;0;1;7;4;4;0;0
1973;Graduation;Married;65308;0;60;713;0;264;120;80;34;12;4;0;1
1970;Graduation;Single;76467;1;44;676;161;426;210;44;58;5;6;0;0
1947;2n Cycle;Married;81044;0;0;450;26;535;73;98;26;10;1;0;1
1951;Graduation;Married;32871;1;28;22;2;12;0;2;5;3;4;0;0
1975;Graduation;Single;55801;1;35;367;4;51;6;4;95;6;7;0;1
1959;Graduation;Widow;76320;0;49;526;35;214;69;53;35;4;2;0;1
1955;Master;Single;36927;1;46;51;0;16;0;0;4;3;8;0;0
1953;Graduation;Together;48794;1;97;25;0;11;3;0;15;3;4;0;0
1965;Graduation;Single;23478;0;51;28;6;27;12;17;39;3;8;0;0
1973;Graduation;Divorced;71128;1;80;958;159;447;20;0;31;12;7;0;0
1976;PhD;Divorced;70179;0;10;532;88;168;69;44;133;13;5;0;1
1950;Graduation;Married;59462;0;29;724;17;143;0;8;196;12;7;0;1
1969;Master;Together;;1;52;375;42;48;94;66;96;4;3;0;1
1969;Graduation;Together;38361;1;74;39;0;56;20;8;14;3;7;0;0
1981;PhD;Single;;1;82;23;0;15;0;2;7;3;6;0;0
1982;PhD;Together;70038;0;54;587;54;348;71;54;130;8;2;0;1
1978;Graduation;Together;42554;1;93;29;1;11;0;0;0;3;4;0;0
1974;Graduation;Married;67445;0;63;757;80;217;29;80;11;12;6;0;1
1951;Graduation;Widow;67046;0;92;544;35;133;23;151;107;4;2;0;1
1948;Graduation;Married;42192;0;40;40;15;15;17;6;7;3;4;0;0
1952;PhD;Married;77610;0;70;1245;33;332;21;33;16;4;7;0;1
1984;Graduation;Married;31761;1;96;19;1;20;16;14;28;4;5;0;0
1979;Graduation;Together;34350;1;81;16;3;15;2;1;11;3;7;0;0
1949;Graduation;Together;54591;0;63;376;4;94;12;9;24;8;5;0;1
1956;Graduation;Married;71866;0;85;184;178;178;103;39;33;10;3;0;1
1969;Graduation;Married;25293;1;51;15;0;11;0;2;9;2;8;0;0
1987;PhD;Single;42000;0;23;124;83;267;85;59;35;11;5;0;1
1983;Graduation;Married;69520;0;95;627;120;414;121;80;93;5;5;0;1
1970;Graduation;Divorced;64713;1;11;180;60;241;13;54;54;7;4;0;1
1977;Master;Married;27889;1;42;14;0;4;0;0;8;2;6;0;0
1960;Basic;Widow;22123;0;77;3;3;24;34;7;31;3;5;0;0
1971;Graduation;Married;;1;82;71;1;16;0;0;9;3;8;0;0
1954;Master;Together;;0;83;161;0;22;0;0;24;4;6;0;1
1973;Graduation;Married;27803;1;40;8;26;46;38;9;49;4;8;0;0
1955;Graduation;Single;;0;95;264;0;21;12;6;147;5;7;0;1
1960;Graduation;Married;51651;0;32;293;6;23;13;6;92;5;8;0;1
1988;Graduation;Married;68487;0;48;758;12;385;33;89;89;13;4;0;1
1943;Master;Widow;;0;75;532;126;490;164;126;126;11;1;0;1
1969;Graduation;Married;56796;0;24;656;38;161;62;47;37;7;7;0;1
1992;2n Cycle;Married;87000;0;61;196;25;607;67;17;49;7;2;0;1
1959;Graduation;Married;79823;0;6;835;73;380;114;73;43;7;2;0;1
1980;Graduation;Single;30828;1;16;16;11;15;2;0;12;4;3;0;0
1971;Master;Married;34109;0;39;9;1;5;2;1;4;3;4;0;0
1974;Master;Divorced;53367;1;2;229;7;140;10;3;11;8;7;0;1
1969;Basic;Together;22390;0;49;0;1;4;15;1;5;2;7;0;0
1976;Graduation;Together;71322;0;31;121;24;124;24;15;42;7;2;0;1
1993;Graduation;Absurd;79244;0;58;471;102;125;212;61;245;7;1;0;1
1949;Master;Together;49912;0;5;520;8;223;32;49;42;7;8;0;1
1950;PhD;Married;48699;1;90;26;1;10;2;0;1;3;5;0;0
1975;Graduation;Together;80144;0;47;240;132;445;250;192;108;8;1;0;0
1956;Graduation;Single;54252;1;25;178;4;26;8;4;44;5;6;0;1
1976;Master;Married;81929;1;60;1486;55;278;49;0;185;10;6;0;1
1975;Graduation;Married;76068;0;67;1115;12;128;33;12;76;4;6;0;0
1976;Master;Married;53204;1;40;29;0;8;2;0;6;3;4;0;0
1949;PhD;Together;67911;0;63;529;0;356;63;28;0;11;3;0;1
1984;2n Cycle;Married;14796;1;1;13;3;8;7;4;16;3;9;0;0
1974;PhD;Married;78128;0;89;934;24;230;16;24;36;6;3;0;1
1972;Basic;Married;14188;0;40;2;7;11;16;12;27;4;6;0;0
1986;Basic;Married;20425;1;5;4;12;5;3;16;17;3;7;0;0
1962;Master;Married;58646;0;3;62;1;44;6;5;22;4;4;0;0
1970;Graduation;Divorced;72967;0;1;158;35;179;0;0;125;8;5;0;1
1949;Master;Married;48150;0;24;173;2;39;3;2;47;4;7;0;1
1961;Graduation;Single;82332;0;89;830;59;968;51;79;19;12;2;0;1
1955;Graduation;Widow;58275;1;48;189;10;253;56;43;64;7;7;0;1
1981;PhD;Together;44953;0;31;728;17;133;11;8;124;13;6;0;1
1953;Graduation;Together;34587;1;68;7;2;9;2;0;2;3;4;0;0
1974;Master;Together;43018;0;46;35;4;17;7;6;64;2;5;0;0
1954;Master;Married;45736;0;92;188;3;180;20;3;43;6;7;0;1
1969;Master;Together;66476;0;80;742;28;152;25;9;57;10;4;0;1
1981;2n Cycle;Married;27733;1;16;0;7;5;26;2;17;3;7;0;0
1952;PhD;Together;69805;0;50;750;71;174;13;10;20;11;2;0;1
1962;Master;Single;72217;0;93;816;42;450;55;56;154;8;2;0;0
1971;Graduation;Divorced;25818;1;51;5;2;8;2;2;9;2;7;0;0
1976;Master;Together;37509;1;24;37;5;56;12;8;5;4;7;0;0
1976;2n Cycle;Together;25176;1;79;4;0;4;0;0;5;2;7;0;0
1980;Graduation;Married;43586;0;26;99;2;11;4;0;16;4;8;0;0
1956;2n Cycle;Married;53230;0;86;176;72;98;136;21;229;12;5;0;1
1957;Graduation;Together;50116;1;68;54;0;10;0;0;2;4;5;0;0
1972;Graduation;Together;84906;0;98;997;15;414;99;30;76;12;2;0;1
1966;Graduation;Married;61286;0;34;356;0;107;19;9;117;8;5;0;1
1986;PhD;Married;82333;0;60;1311;0;359;46;89;17;10;2;0;1
1965;PhD;Together;65220;0;3;890;63;292;0;25;12;7;6;0;1
1974;Graduation;Together;33590;2;65;4;0;2;0;0;2;2;7;0;0
1976;Graduation;Divorced;30992;1;83;17;0;14;7;3;2;3;7;0;0
1976;Master;Single;72309;0;64;960;0;883;50;38;0;8;3;0;1
1949;PhD;Married;156924;0;85;2;1;2;1;1;1;0;0;0;0
1980;Basic;Married;16005;1;69;1;3;2;20;30;47;2;8;0;0
1957;Master;Absurd;65487;0;48;240;67;500;199;0;163;6;2;0;0
1965;Graduation;Married;58692;0;21;301;11;61;4;7;11;4;7;0;1
1969;Graduation;Widow;40590;1;30;154;0;50;6;11;37;3;6;0;0
1970;Graduation;Single;20587;1;39;2;3;6;4;1;9;2;7;0;0
1954;Master;Divorced;62637;0;76;104;12;48;4;12;5;5;2;0;0
1966;Master;Divorced;29435;1;11;70;3;37;4;2;64;2;9;0;0
1974;Graduation;Divorced;19346;1;26;2;0;9;3;6;2;3;8;0;0
1971;Graduation;Married;35788;1;34;23;2;11;3;1;4;3;6;0;0
1968;Graduation;Divorced;36997;1;72;43;4;12;8;0;27;4;5;0;0
1957;Graduation;Married;23539;0;13;4;24;11;16;1;25;4;6;0;0
1973;Graduation;Single;65333;0;58;654;7;92;0;15;30;8;6;0;1
1957;Graduation;Single;78499;0;12;912;72;170;47;36;97;4;4;0;1
1971;PhD;Together;29732;1;23;25;0;8;0;1;4;2;9;0;0
1960;Master;Together;41275;1;33;24;4;22;0;2;9;3;5;0;0
1973;PhD;Together;63516;1;30;141;11;114;15;14;5;7;5;0;1
1962;PhD;Married;42769;0;15;71;0;13;3;1;0;4;4;0;0
1958;Master;Married;49572;1;25;35;1;16;0;1;1;3;7;0;0
1972;Graduation;Married;69209;0;4;496;32;849;229;48;128;6;4;0;1
1976;Graduation;Married;17148;1;80;9;9;11;13;10;16;3;8;0;0
1969;Graduation;Widow;40590;1;30;154;0;50;6;11;37;3;6;0;0
1976;Master;Together;30560;1;6;9;1;5;4;5;7;3;7;0;0
1983;2n Cycle;Married;32146;1;16;26;3;23;4;7;3;4;6;0;0
1964;2n Cycle;Divorced;41713;1;57;77;8;44;10;10;25;4;6;0;0
1975;Master;Together;34176;0;9;11;2;7;4;2;2;3;3;0;0
1955;PhD;Married;58482;0;59;576;7;115;19;7;7;9;6;0;1
1965;Graduation;Single;59686;0;78;89;15;89;34;42;5;6;4;0;1
1964;PhD;Married;60896;0;90;1013;30;399;60;46;153;4;6;0;1
1980;Graduation;Together;62994;1;74;224;12;48;4;12;12;4;6;0;1
1957;Graduation;Together;47320;0;10;200;19;111;50;15;19;8;6;0;1
1949;2n Cycle;Widow;74859;0;63;570;73;614;133;102;73;11;3;0;1
1992;Basic;Single;15253;1;13;1;3;3;8;1;13;3;7;0;0
1974;PhD;Single;31560;1;98;62;1;20;4;0;7;3;8;0;0
1954;Graduation;Divorced;72071;0;4;531;69;300;150;138;150;8;2;0;1
1990;Master;Single;91172;0;94;162;28;818;0;28;56;7;3;0;1
1984;Graduation;Married;90000;0;91;675;144;133;94;192;241;5;1;0;1
1981;Graduation;Single;41967;1;66;23;4;10;0;2;15;3;4;0;0
1965;Graduation;Single;69263;0;14;492;5;32;13;5;21;7;6;0;1
1970;2n Cycle;Divorced;65706;0;77;918;10;129;13;0;129;12;7;0;1
1975;Graduation;Together;60934;0;41;224;155;155;192;93;54;11;4;0;1
1951;Graduation;Married;71965;0;21;572;19;286;50;38;248;5;3;0;1
1955;Graduation;Married;65210;0;25;626;0;70;0;7;28;8;6;0;1
1975;PhD;Married;79174;0;2;1074;37;518;193;92;129;7;2;0;1
1967;Master;Divorced;81380;0;51;741;68;689;224;68;103;10;2;0;1
1973;PhD;YOLO;48432;0;3;322;3;50;4;3;42;6;8;0;1
1971;Graduation;Married;52914;0;32;254;10;44;30;10;227;3;7;0;1
1955;Graduation;Together;38946;0;84;116;6;82;6;6;41;6;5;0;0
1974;Graduation;Married;26067;1;49;22;2;18;0;2;12;3;8;0;0
1972;PhD;Married;44325;0;69;516;0;21;0;0;5;7;8;0;1
1964;Graduation;Married;42523;0;96;14;36;11;3;26;35;4;2;0;0
1978;Basic;Single;26487;1;23;2;8;10;12;14;23;3;5;0;0
1957;2n Cycle;Married;53233;0;18;28;0;9;3;0;0;3;4;0;0
1960;Graduation;Married;67716;0;8;530;142;217;62;9;56;13;5;0;1
1972;Master;Married;76234;0;21;519;50;167;130;0;41;11;3;0;1
1956;PhD;Married;84117;0;60;611;76;749;59;45;26;6;2;0;1
1957;Master;Together;65487;0;48;240;67;500;199;0;163;6;2;0;0
1972;Basic;Married;25224;1;36;4;9;12;11;2;8;3;3;0;0
1983;Master;Single;89616;0;36;671;47;655;145;111;15;12;2;0;1
1971;Graduation;Divorced;40851;1;63;23;1;7;0;4;24;2;7;0;0
1947;Graduation;Married;27469;0;2;9;1;2;3;2;0;3;6;0;0
1957;2n Cycle;Married;82347;0;38;556;54;845;202;133;63;10;3;0;1
1957;Graduation;Married;73803;0;61;833;80;363;52;26;174;6;6;0;1
